16:06:38 41,58
16:06:40 27,45
16:06:42 24,49
16:06:44 100,00
16:06:46 95,96
16:06:48 2,94
16:06:50 5,26
16:06:52 1,09
16:06:54 2,02
16:06:56 11,11
16:06:58 1,00
16:07:00 46,00
16:07:02 98,99
16:07:04 99,00
16:07:06 0,00
16:07:08 0,00
16:07:10 7,07
16:07:12 8,00
16:07:14 0,00
16:07:16 0,00
16:07:18 70,00
16:07:20 98,02
16:07:22 98,00
16:07:24 1,02
16:07:26 5,88
16:07:29 6,19
16:07:31 0,00
16:07:33 0,00
16:07:35 1,04
16:07:37 87,88
